,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
295,14.482,20,1030,1050,1,40,93,14.482
296,4.881,15,1300,1315,11,40,93,4.881
297,16.039,30,1600,1630,11,1,93,16.039
298,8.437,15,830,845,1,20,94,8.437
299,3.411,20,1045,1105,19,40,94,3.411
300,5.104,23,1200,1223,11,1,94,-1.0
301,4.109,10,830,840,1,50,97,-1.0
302,4.105,10,1100,1110,17,1,97,-1.0
303,35.884,40,1240,1320,1,70,97,35.884
304,14.845,20,1325,1345,6,40,97,14.845
305,41.988,55,1415,1510,11,1,97,41.988
306,4.109,10,1645,1655,1,50,97,4.109
307,4.105,10,2100,2110,17,1,97,4.105
308,9.067,12,623,635,1,10,98,9.067
309,7.669,17,1600,1617,3,1,98,7.669
310,4.027,15,1715,1730,7,80,99,4.027
311,0.979,5,1800,1805,13,40,99,0.979
312,28.894,45,1845,1930,11,1,99,28.894
313,18.429,30,1400,1430,1,10,101,18.429
314,5.976,10,2300,2310,3,70,101,5.976
315,14.92,20,2330,2350,6,1,101,14.92
316,9.741,20,755,815,1,10,103,9.741
317,5.698,20,1635,1655,3,70,103,5.698
318,4.729,12,1658,1710,6,1,103,4.729
319,4.611,15,1730,1745,1,10,103,4.611
320,4.739,10,1850,1900,3,1,103,4.739
321,8.89,13,610,623,1,10,104,8.89
322,9.986,21,1401,1422,3,1,104,9.986
323,5.085,9,1726,1735,1,40,105,5.085
324,5.061,10,1804,1814,11,1,105,5.061
325,5.419,10,845,855,1,70,106,5.419
326,0.185,5,915,920,6,80,106,0.185
327,0.168,5,930,935,13,70,106,0.168
328,7.096,7,1103,1110,6,70,106,7.096
329,7.003,20,1200,1220,6,70,106,7.003
330,4.366,25,1235,1300,6,20,106,4.366
331,9.176,25,1435,1500,19,1,106,9.176
332,4.279,10,950,1000,1,50,107,4.279
333,4.325,8,1120,1128,16,1,107,4.325
334,2.765,3,1245,1248,1,70,107,2.765
335,5.439,6,1249,1255,6,70,107,5.439
336,2.84,8,1305,1313,6,1,107,2.84
337,2.409,5,1530,1535,1,40,107,2.409
338,2.409,5,1615,1620,11,1,107,2.409
339,5.407,15,645,700,1,10,109,5.407
340,5.406,15,1730,1745,3,1,109,5.406
341,6.578,23,800,823,1,40,110,6.578
342,8.595,20,1130,1150,1,70,112,8.595
343,8.882,15,1200,1215,12,1,112,-1.0
344,7.266,15,1430,1445,1,70,112,-1.0
345,13.352,15,1450,1505,6,40,112,-1.0
346,6.954,15,1510,1525,6,30,112,6.954
