,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
430,4.038,15,945,1000,11,1,183,4.038
431,10.579,20,630,650,1,20,187,10.579
432,3.599,15,745,800,19,10,187,3.599
433,2.862,10,1200,1210,3,80,187,2.862
434,2.861,10,1220,1230,13,10,187,2.861
435,13.438,20,1630,1650,3,50,187,13.438
436,48.156,50,1130,1220,17,80,188,-1.0
437,36.002,35,1255,1330,13,40,188,-1.0
438,134.277,120,1340,1540,11,40,188,-1.0
439,70.985,90,1545,1715,11,1,188,-1.0
440,12.56,31,1615,1646,1,50,189,12.56
441,6.61,17,1815,1832,17,40,189,6.61
442,0.801,5,1840,1845,11,40,189,0.801
443,9.801,26,1859,1925,11,1,189,9.801
444,0.44,5,530,535,1,40,197,0.44
445,0.44,10,700,710,14,1,197,0.44
446,50.826,60,800,900,1,50,197,50.826
447,55.182,60,1500,1600,15,1,197,55.182
448,12.165,45,800,845,1,80,198,12.165
449,12.083,45,900,945,13,1,198,12.083
450,0.419,3,1415,1418,1,40,199,0.419
451,6.259,7,1420,1427,14,40,199,6.259
452,7.183,15,1435,1450,11,40,199,7.183
453,1.931,18,1512,1530,12,40,199,1.931
454,5.372,25,1615,1640,11,50,199,5.372
455,3.112,10,1740,1750,17,40,199,3.112
456,7.518,15,1815,1830,11,1,199,7.518
457,35.74,40,710,750,1,10,200,-1.0
458,9.586,30,752,822,6,10,200,9.586
459,9.246,22,909,931,4,80,200,9.246
460,5.479,10,955,1005,13,10,200,5.479
461,5.577,6,1340,1346,3,10,200,5.577
462,7.504,10,1600,1610,3,40,200,7.504
463,5.751,4,1613,1617,11,40,200,5.751
464,3.189,4,1620,1624,14,70,200,3.189
465,36.112,42,1708,1750,3,1,200,-1.0
466,82.685,95,600,735,1,10,203,82.685
467,82.217,95,1500,1635,3,1,203,82.217
468,19.658,16,1635,1651,1,40,205,19.658
469,10.935,25,1705,1730,12,1,205,10.935
470,11.27,15,800,815,1,80,206,11.27
471,4.088,10,825,835,13,50,206,4.088
472,3.684,10,1100,1110,16,80,206,3.684
473,11.034,20,1230,1250,13,1,206,11.034
474,8.541,26,625,651,1,10,208,8.541
475,8.611,22,1725,1747,3,1,208,8.611
476,3.222,5,725,730,1,10,211,3.222
477,3.222,5,1155,1200,3,1,211,3.222
478,3.222,5,1245,1250,1,10,211,3.222
479,3.222,5,1725,1730,3,1,211,3.222
480,3.222,5,725,730,1,10,212,3.222
481,3.222,5,1155,1200,3,1,212,3.222
482,3.222,5,1245,1250,1,10,212,3.222
483,3.222,5,1725,1730,3,1,212,3.222
484,15.249,20,755,815,1,10,213,15.249
485,15.211,20,1700,1720,3,1,213,15.211
486,7.786,15,905,920,1,20,216,7.786
487,7.786,17,1305,1322,19,1,216,7.786
488,28.502,35,735,810,1,10,217,28.502
489,4.819,15,1650,1705,3,80,217,4.819
490,2.072,6,1828,1834,13,80,217,2.072
491,4.243,17,1845,1902,13,70,217,4.243
492,2.424,5,1905,1910,6,50,217,2.424
493,2.428,7,2220,2227,15,70,217,2.428
494,20.901,23,2307,2330,6,1,217,20.901
495,2.575,10,730,740,1,50,218,2.575
496,2.457,10,820,830,17,1,218,2.457
497,2.297,5,1030,1035,1,20,218,2.297
498,2.297,5,1530,1535,10,1,218,2.297
499,5.22,15,645,700,1,10,219,5.22
500,5.22,10,1200,1210,3,1,219,5.22
501,40.26,45,700,745,1,40,220,40.26
502,1.734,10,750,800,12,80,220,1.734
503,2.55,20,810,830,13,10,220,-1.0
504,7.166,20,1610,1630,3,70,220,7.166
505,7.283,14,1631,1645,6,10,220,7.283
506,4.685,20,1700,1720,3,97,220,4.685
507,41.336,60,1745,1845,97,1,220,-1.0
508,6.24,10,650,700,1,97,221,6.24
509,6.24,15,1600,1615,3,1,221,6.24
510,7.989,15,515,530,1,10,225,7.989
511,2.583,5,1500,1505,3,40,225,2.583
512,5.406,15,1510,1525,11,1,225,5.406
513,117.955,98,930,1108,1,30,226,117.955
514,4.882,7,1215,1222,18,80,226,4.882
515,14.232,35,1300,1335,13,40,226,14.232
516,1.614,10,1430,1440,11,40,226,1.614
517,3.426,15,1550,1605,11,40,226,3.426
518,2.922,15,1745,1800,11,40,226,2.922
519,116.647,90,1835,2005,11,1,226,116.647
520,7.03,20,840,900,1,20,227,7.03
521,7.009,5,1300,1305,19,1,227,7.009
522,12.56,31,1615,1646,1,50,228,12.56
523,6.61,17,1815,1832,17,40,228,6.61
524,0.801,5,1840,1845,11,40,228,0.801
525,9.801,26,1859,1925,11,1,228,9.801
526,3.471,5,1300,1305,1,80,230,-1.0
527,3.471,5,1430,1435,13,50,230,-1.0
528,3.04,30,700,730,15,80,231,-1.0
529,0.851,30,830,900,13,40,231,-1.0
530,0.326,5,945,950,11,50,231,-1.0
