,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
367,2.276,10,1240,1250,12,80,99,2.276
368,18.472,60,1330,1430,13,1,99,18.472
369,4.331,10,1700,1710,1,40,99,4.331
370,4.346,15,1800,1815,11,1,99,4.346
371,0.207,5,1145,1150,1,80,101,0.207
372,0.291,10,1300,1310,13,40,101,0.291
373,0.492,5,1330,1335,11,40,101,0.492
374,0.429,5,1345,1350,11,1,101,0.429
375,0.658,10,1800,1810,1,50,101,0.658
376,0.53,10,1900,1910,17,1,101,0.53
377,11.862,30,1200,1230,1,30,102,11.862
378,11.826,30,1430,1500,18,1,102,11.826
379,7.172,15,545,600,1,20,105,7.172
380,2.92,15,715,730,19,40,105,2.92
381,8.263,15,800,815,11,1,105,8.263
382,11.953,28,1720,1748,1,70,106,11.953
383,2.409,12,1750,1802,6,80,106,2.409
384,2.348,3,1839,1842,13,40,106,2.348
385,1.112,10,1915,1925,11,40,106,1.112
386,1.069,10,1930,1940,11,80,106,1.069
387,11.808,13,1945,1958,13,1,106,11.808
388,2.409,12,1750,1802,17,80,106,-1.0
389,2.348,3,1839,1842,13,40,106,-1.0
390,1.112,10,1915,1925,11,40,106,-1.0
391,1.069,10,1930,1940,11,80,106,-1.0
392,11.808,13,1945,1958,13,1,106,-1.0
393,9.131,30,530,600,1,40,109,9.131
394,1.828,30,730,800,11,40,109,1.828
395,2.33,30,830,900,11,40,109,2.33
396,7.104,15,915,930,11,1,109,7.104
397,4.385,40,725,805,1,30,110,4.385
398,4.132,15,935,950,18,80,110,4.132
399,5.774,20,1010,1030,13,1,110,5.774
400,8.062,15,1035,1050,1,40,110,8.062
401,5.037,15,1100,1115,14,40,110,5.037
402,4.165,30,1130,1200,11,80,110,4.165
403,4.103,20,1330,1350,13,1,110,4.103
404,4.385,30,735,805,1,30,110,-1.0
405,4.132,15,935,950,18,80,110,-1.0
406,5.774,20,1010,1030,13,1,110,-1.0
407,8.062,15,1035,1050,1,40,110,-1.0
408,5.037,15,1100,1115,14,40,110,-1.0
409,4.165,30,1130,1200,11,80,110,-1.0
410,4.103,20,1330,1350,13,1,110,-1.0
411,10.292,25,1415,1440,1,50,110,10.292
412,10.261,40,1540,1620,17,1,110,10.261
413,3.723,5,955,1000,1,97,111,3.723
414,27.0,130,1005,1215,5,97,111,27.0
415,3.745,5,1230,1235,5,1,111,3.745
416,7.331,20,1300,1320,1,40,111,7.331
417,0.319,5,1420,1425,11,40,111,0.319
418,6.969,20,1440,1500,12,1,111,6.969
419,31.95,43,1100,1143,1,20,112,31.95
420,0.482,8,1552,1600,19,40,112,0.482
421,1.312,5,1620,1625,11,40,112,1.312
