,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
351,4.202,15,1730,1745,3,1,117,4.202
352,19.49,40,615,655,1,10,118,19.49
353,19.491,40,1530,1610,3,1,118,19.491
354,7.849,15,510,525,1,10,121,7.849
355,8.209,15,1430,1445,3,1,121,8.209
356,2.014,10,1400,1410,1,40,122,2.014
357,2.098,10,1430,1440,11,1,122,2.098
358,4.026,10,1510,1520,1,50,122,4.026
359,4.026,10,2300,2310,17,1,122,4.026
360,2.319,15,630,645,1,40,124,2.319
361,3.426,15,700,715,11,10,124,3.426
362,5.288,20,1600,1620,3,1,124,5.288
363,3.139,15,2045,2100,1,1,125,-1.0
364,2.846,10,2400,2410,1,1,125,2.846
365,29.006,45,500,545,1,1,127,29.006
366,32.545,45,1745,1830,2,1,127,32.545
367,6.355,15,630,645,1,10,129,6.355
368,6.12,25,1500,1525,3,1,129,6.12
369,7.386,20,630,650,1,10,131,7.386
370,6.416,20,1130,1150,2,40,131,6.416
371,2.635,15,1215,1230,11,50,131,2.635
372,3.822,10,1250,1300,17,1,131,3.822
373,21.142,25,1310,1335,3,10,131,21.142
374,5.118,25,1400,1425,4,10,131,5.118
375,19.564,30,1545,1615,4,10,131,19.564
376,3.612,20,1620,1640,4,1,131,3.612
377,0.959,5,1100,1105,1,40,133,0.959
378,0.185,2,1200,1202,11,40,133,0.185
379,1.258,10,1300,1310,11,1,133,1.258
380,1.194,5,1600,1605,1,40,133,1.194
381,1.258,5,1630,1635,11,1,133,1.258
382,2.093,8,1030,1038,1,40,134,2.093
383,1.797,10,1110,1120,11,1,134,1.797
384,11.179,30,1410,1440,1,50,134,11.179
385,28.748,30,1445,1515,17,10,134,28.748
386,26.579,35,2345,2420,3,1,134,26.579
387,84.467,75,900,1015,1,80,135,84.467
388,0.87,10,1115,1125,13,80,135,0.87
389,8.798,20,1425,1445,13,40,135,8.798
390,82.172,90,1500,1630,11,1,135,82.172
391,0.425,5,825,830,1,30,136,0.425
392,0.43,5,915,920,18,70,136,0.43
393,0.604,5,925,930,1,40,136,-1.0
394,0.652,5,940,945,11,1,136,0.652
395,1.43,5,1500,1505,1,70,136,1.43
396,6.039,14,1506,1520,6,70,136,6.039
397,6.462,15,1545,1600,6,1,136,6.462
398,0.711,5,2000,2005,1,40,136,0.711
399,0.711,5,2020,2025,11,1,136,-1.0
400,3.211,10,830,840,1,10,137,3.211
401,3.987,12,1240,1252,3,40,137,3.987
402,4.328,12,1303,1315,11,10,137,4.328
403,2.65,15,1705,1720,3,1,137,2.65
404,3.437,15,1045,1100,1,30,138,3.437
405,3.426,15,1215,1230,18,1,138,3.426
406,8.255,30,1500,1530,1,50,138,8.255
407,8.222,30,1630,1700,17,1,138,8.222
408,2.827,7,827,834,1,70,139,2.827
409,59.356,82,845,1007,6,50,139,59.356
410,0.59,8,1102,1110,15,50,139,0.59
411,0.556,12,1135,1147,17,80,139,0.556
412,0.556,9,1257,1306,13,50,139,0.556
413,62.54,82,1945,2107,17,1,139,62.54
414,7.005,15,530,545,1,10,140,7.005
415,7.406,15,1115,1130,3,1,140,7.406
416,7.005,15,1315,1330,1,10,140,7.005
417,7.406,15,1630,1645,3,1,140,7.406
418,5.156,12,618,630,1,10,141,5.156
419,5.067,15,1200,1215,1,40,142,5.067
420,8.857,5,1230,1235,12,40,142,8.857
421,1.153,10,1245,1255,11,97,142,1.153
422,10.414,20,1500,1520,3,1,142,10.414
423,4.057,15,1815,1830,1,40,142,-1.0
424,4.056,20,1845,1905,11,1,142,-1.0
425,6.632,15,700,715,1,10,143,6.632
426,2.574,10,725,735,4,10,143,2.574
427,6.073,15,1605,1620,3,1,143,6.073
428,8.234,23,602,625,1,10,144,8.234
429,2.486,20,1030,1050,3,10,144,2.486
430,2.544,20,1400,1420,4,10,144,2.544
431,6.554,17,1530,1547,3,40,144,6.554
432,0.969,5,1555,1600,11,40,144,0.969
433,1.757,7,1617,1624,11,1,144,1.757
434,3.039,15,815,830,1,10,146,3.039
435,3.395,15,1200,1215,3,1,146,3.395
436,13.234,25,920,945,1,40,147,13.234
437,10.323,20,1105,1125,11,40,147,10.323
438,3.287,15,1240,1255,11,1,147,3.287
439,11.773,15,530,545,1,10,148,11.773
440,11.601,15,1530,1545,3,1,148,11.601
441,55.666,60,600,700,1,10,150,55.666
442,55.384,45,1430,1515,3,70,150,55.384
443,5.44,10,1530,1540,7,50,150,-1.0
444,3.527,9,1625,1634,16,40,150,-1.0
445,2.381,9,1650,1659,11,1,150,-1.0
446,5.275,20,1940,2000,1,70,151,5.275
447,5.062,25,2030,2055,6,1,151,5.062
448,5.736,15,630,645,1,10,152,5.736
449,3.122,15,1145,1200,3,80,152,3.122
450,3.101,15,1245,1300,13,10,152,3.101
451,5.711,30,1930,2000,3,50,152,5.711
452,139.897,240,600,1000,15,10,156,139.897
453,13.45,30,1030,1100,4,10,156,13.45
454,13.639,30,2000,2030,3,10,156,13.639
455,7.093,15,1515,1530,3,1,157,7.093
456,0.534,5,1630,1635,1,40,157,0.534
457,0.534,5,1645,1650,14,1,157,0.534
458,3.791,15,1100,1115,1,40,161,3.791
459,3.868,15,1200,1215,11,1,161,3.868
460,1.392,10,1415,1425,1,10,161,1.392
461,1.398,10,1700,1710,3,1,161,1.398
462,4.444,60,900,1000,1,10,165,4.444
463,4.696,45,1900,1945,3,1,165,4.696
464,5.727,15,845,900,1,10,166,5.727
465,0.467,5,915,920,4,10,166,0.467
466,5.282,15,925,940,3,1,166,5.282
467,3.982,10,1145,1155,1,10,166,3.982
468,0.855,3,1815,1818,3,40,166,0.855
469,0.855,3,1830,1833,11,10,166,0.855
470,2.842,15,1945,2000,3,10,166,2.842
471,2.532,10,2025,2035,3,10,166,2.532
472,0.978,5,2100,2105,4,10,166,0.978
473,3.982,8,2200,2208,3,1,166,3.982
474,9.436,15,515,530,1,10,167,9.436
475,9.436,15,1515,1530,3,1,167,9.436
476,4.946,20,900,920,1,50,168,4.946
477,1.875,10,1040,1050,16,40,168,1.875
478,3.436,10,1100,1110,14,10,168,3.436
479,3.019,10,1750,1800,3,80,168,3.019
480,3.215,10,2030,2040,13,1,168,3.215
481,1.682,5,840,845,1,80,169,1.682
482,0.331,2,920,922,13,10,169,0.331
483,3.602,12,1040,1052,4,40,169,3.602
484,1.788,3,1139,1142,11,1,169,1.788
485,11.168,15,815,830,1,10,171,11.168
486,10.97,45,1645,1730,3,1,171,10.97
487,14.586,30,815,845,1,10,172,14.586
488,8.836,35,1700,1735,3,40,172,8.836
489,6.622,20,1810,1830,11,1,172,6.622
490,22.325,45,704,749,1,10,173,22.325
491,47.525,62,1621,1723,3,40,173,47.525
492,1.337,3,1902,1905,13,50,173,1.337
493,14.515,29,2320,2349,15,1,173,14.515
494,5.736,15,630,645,1,10,174,5.736
495,3.122,15,1145,1200,3,80,174,3.122
496,3.101,15,1245,1300,13,10,174,3.101
497,5.711,30,1930,2000,3,50,174,5.711
498,2.975,10,1325,1335,13,10,175,2.975
499,2.966,20,1650,1710,3,1,175,2.966
500,2.093,8,1030,1038,1,40,176,2.093
501,1.797,10,1110,1120,11,1,176,1.797
502,11.179,30,1410,1440,1,50,176,11.179
503,28.748,30,1445,1515,17,10,176,28.748
504,26.579,35,2345,2420,3,1,176,26.579
505,10.909,30,1330,1400,1,50,177,10.909
506,18.056,39,1401,1440,15,50,177,18.056
507,6.489,35,1715,1750,15,80,177,-1.0
508,3.977,15,1930,1945,13,1,177,3.977
509,14.26,25,650,715,1,10,178,14.26
510,3.796,20,1800,1820,3,50,178,3.796
511,13.221,30,2100,2130,17,1,178,13.221
512,29.01,35,545,620,1,10,179,29.01
513,29.002,40,1530,1610,3,1,179,29.002
